,Country Code,Category,Name,Avg Price,Currency,Nb of Offers,Rank,Rating,Reviews,Description,scrape_link,date_scraped,Produsenter,Bildestørrelse,Oppløsning,Skjermteknologi,HDR,Smart TV,Lanseringsår,Pris/tommer,Produktnavn,Kategori,"TV-mottaker, digital",Doble mottakere,Støtte for CI/CA-modul,CI+,Type av digitale mottakere,"Analog 3,5mm-inngang",Digital optisk ut (S/PDIF),HDMI,Antall HDMI-innganger,HDCP-versjon,HDMI-versjon,Standarder som støttes,Hodetelefonutgang,Komponent inn (YPbPr/YCbCr),Kompositt inn,USB-kontakt,Innspillingsfunksjon via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakt (totalt),VGA inn,Øvrige tilkoblinger,Bevegelsesforbedring (frekvens/indeks),Metode,Bildeforhold,Bildefrekvens,Bildestørrelse (cm),Bildstorlek,Lysstyrke,Oppdateringsfrekvens,Skjermtype,Støttede videoformater,Bildefiler som støttes,Lydfiler som støttes,Lydformat,Videofiler som støttes,Design panel,Tilgjengelige farger,Dybde uten stativ,"Høyde, uten stativ",Mål (BxHxD),Bredde,Dybde,Høyde,Produktvekt,Vekt uten stativ,Funksjoner,Internettjenester/apper som støttes,Operativsystem,Ethernet-tilkobling,Trådløst nettverk (Wi-Fi),Trådløs nettverksstandard (IEEE 802.11),3D-støtte (3D-Ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-sertifisert (UHD/4K),Type av HDR,Streaming-standard,VESA-feste,Type VESA-feste,Integrerte høyttalere,Prosessorhastighet,Energiforbruk i HDR-modus (per 1000 t),Energiforbruk i SDR-modus (per 1000 t),Energiklasse (A-G),Energiklasse (HDR),Strømforbruk operativ (min-maks),Strømforbruk standby/hvilemodus,Tilkobling for 9V/12V/14V,Bakgrunnsbelysning,Diodeplassering,Teknologier,Paneltype,Brilleteknologi,Medfølgende briller
1349,NO,TV,"Sharp 24EA3E 24"" HD Ready (1366x768) LCD",2436.00,NOK,2.0,Rangering 1589,,(1),"Den billigste prisen for Sharp 24EA3E 24"" HD Ready (1366x768) LCD akkurat nå er 2 403 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6667160,23/08/2022 10:01:57,Sharp,24 Tommer,,LCD,,,,100.13 kr/tomme,"Sharp 24EA3E 24"" HD Ready (1366x768) LCD",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"720p, 1080i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED (lysdiode),,,,,
1350,NO,TV,"TCL 50C636 50"" 4K Ultra HD (3840x2160) LCD Google TV",7990.00,NOK,1.0,Rangering 1590,,(1),"Den billigste prisen for TCL 50C636 50"" 4K Ultra HD (3840x2160) LCD Google TV akkurat nå er 7 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6669018,23/08/2022 10:02:01,TCL,50 Tommer,4K Ultra HD (3840x2160),,,,,159.8 kr/tomme,"TCL 50C636 50"" 4K Ultra HD (3840x2160) LCD Google TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 Tommer,,,LED,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,,,,,,
1351,NO,TV,"Samsung UE43AU7190 43"" 4K Ultra HD (3840x2160) LCD Smart TV",4044.00,NOK,1.0,Rangering 1591,,(1),"Den billigste prisen for Samsung UE43AU7190 43"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 4 044 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6490439,23/08/2022 10:02:04,Samsung,43 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,,94.05 kr/tomme,"Samsung UE43AU7190 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,108 cm,43 Tommer,,,LED,2160p (4K Ultra HD),,,,,,Grå,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1352,NO,TV,"Samsung UE65BU8072 65"" 4K Ultra HD (3840x2160) LCD Smart TV",12846.00,NOK,2.0,Rangering 1592,,(1),"Den billigste prisen for Samsung UE65BU8072 65"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 12 846 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6091118,23/08/2022 10:02:08,Samsung,65 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,2022,197.63 kr/tomme,"Samsung UE65BU8072 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,163 cm,65 Tommer,,,LED,2160p (4K Ultra HD),,,,,,Sort,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1353,NO,TV,"Samsung 65HT690U 65"" 4K Ultra HD (3840x2160) LCD Smart TV",20999.00,NOK,2.0,Rangering 1593,,(1),"Den billigste prisen for Samsung 65HT690U 65"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 20 999 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5752765,23/08/2022 10:02:12,Samsung,65 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,323.06 kr/tomme,"Samsung 65HT690U 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,3 stk,,,,,,,Ja,,,,2 stk,,,,,16:9,,,65 Tommer,,,,2160p (4K Ultra HD),,,,,,Sort,,,,,,,,,"Bluetooth, Støtte for HbbTV",,Tizen OS,Ja,Ja,,,Ja,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1354,NO,TV,"LG 43UQ8100 43"" 4K Ultra HD (3840x2160) LCD Smart TV",35366007.50,NOK,2.0,Rangering 1594,,(1),"Den billigste prisen for LG 43UQ8100 43"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 5 990 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6026947,23/08/2022 10:02:15,LG,43 Tommer,4K Ultra HD (3840x2160),LCD,,,2022,139.3 kr/tomme,"LG 43UQ8100 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,108 cm,43 Tommer,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1355,NO,TV,"Sony Bravia KD-43X80K 43"" 4K Ultra HD (3840x2160) LCD Google TV",16568.67,NOK,3.0,Rangering 1595,,(1),"Den billigste prisen for Sony Bravia KD-43X80K 43"" 4K Ultra HD (3840x2160) LCD Google TV akkurat nå er 15 632 ,-.   Prisjakt sammenligner priser og tilbud fra 3 butikker. ",https://www.prisjakt.no/product.php?p=6477321,23/08/2022 10:02:21,Sony,43 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2022,363.53 kr/tomme,"Sony Bravia KD-43X80K 43"" 4K Ultra HD (3840x2160) LCD Google TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,108 cm,43 Tommer,,,LED,2160p (4K Ultra HD),,,,,,Sort,,,,,,,,,,,,,Ja,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1356,NO,TV,"LG 43LM637 43"" Full HD (1920x1080) LCD Smart TV",5417.00,NOK,2.0,Rangering 1596,,(1),"Den billigste prisen for LG 43LM637 43"" Full HD (1920x1080) LCD Smart TV akkurat nå er 3 986 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5764096,23/08/2022 10:02:22,LG,43 Tommer,Full HD (1920x1080),LCD,Ja,Ja,,92.7 kr/tomme,"LG 43LM637 43"" Full HD (1920x1080) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,2 stk,,,,,1 stk,,Ja,,,,2 stk,,,,,16:9,,108 cm,43 Tommer,,,LED,"720p, 1080p (Full HD), 1080i",,"MP3, WMA, AAC",Dolby Digital 5.1,HEVC/H.265,,Sort,85 mm,572 mm,,973 mm,216 mm,623 mm,8.1 kg,8 kg,Bluetooth,,WebOS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",Nei,,Ja,,Nei,HDR10,,Ja,200x200mm,,,,,,,48.9 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),,IPS,,
1357,NO,TV,"LG 65UQ8100 65"" 4K Ultra HD (3840x2160) LCD Smart TV",1189110129.00,NOK,1.0,Rangering 1597,,(1),"Den billigste prisen for LG 65UQ8100 65"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 10 129 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6026948,23/08/2022 10:02:26,LG,65 Tommer,4K Ultra HD (3840x2160),LCD,,,2022,155.83 kr/tomme,"LG 65UQ8100 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,165 cm,65 Tommer,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1358,NO,TV,"Allview 32ATC6000-H 32"" HD Ready (1366x768) LCD",2456.00,NOK,2.0,Rangering 1599,,(1),"Den billigste prisen for Allview 32ATC6000-H 32"" HD Ready (1366x768) LCD akkurat nå er 2 423 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6477409,23/08/2022 10:02:28,Allview,32 Tommer,,LCD,,,2022,75.72 kr/tomme,"Allview 32ATC6000-H 32"" HD Ready (1366x768) LCD",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"720p, 1080i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED (lysdiode),,,,,
1359,NO,TV,"Allview 50ePlay6000-U 50"" 4K Ultra HD (3840x2160) LCD Smart TV",4842.00,NOK,2.0,Rangering 1600,,(1),"Den billigste prisen for Allview 50ePlay6000-U 50"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 4 761 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5752762,23/08/2022 10:02:32,Allview,50 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,,95.22 kr/tomme,"Allview 50ePlay6000-U 50"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,SVT Play,Android,,,,,,Ja,,,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1360,NO,TV,"Hisense 32A5700FA 32"" LCD Smart TV",4368.50,NOK,2.0,Rangering 1601,,(1),"Den billigste prisen for Hisense 32A5700FA 32"" LCD Smart TV akkurat nå er 4 328 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5487236,23/08/2022 10:02:35,Hisense,32 Tommer,,LCD,,Ja,2020,135.25 kr/tomme,"Hisense 32A5700FA 32"" LCD Smart TV",TV,,,,,,,,Ja,2 stk,,,,,,,,,,,,,,,,16:9,,,32 Tommer,,,,720p,,,,,,Sort,,,,,,,,,Bluetooth,SVT Play,Android,,Ja,,,,Nei,,,,,,,,,,,,,,,,LED (lysdiode),,,,,
1361,NO,TV,"Opticum LE-24Z1 24"" HD Ready (1366x768)",2819.00,NOK,1.0,Rangering 1602,,(1),"Den billigste prisen for Opticum LE-24Z1 24"" HD Ready (1366x768) akkurat nå er 2 819 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5412560,23/08/2022 10:02:38,Opticum,24 Tommer,1366x768,LCD,,,2020,117.46 kr/tomme,"Opticum LE-24Z1 24"" HD Ready (1366x768)",TV,Ja,,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,,,,,,,,,,,,,,,,,,,,,24 Tommer,,,,"720p, 1080i",,,,,,Rød,,,,,,,,,,,,,,,,,Nei,,,,,,,,,,,,,,,12V,LED (lysdiode),,,,,
1362,NO,TV,"Toshiba 43LA3B63DG 43"" Full HD (1920x1080) LCD Android TV",4540.00,NOK,2.0,Rangering 1603,,(1),"Den billigste prisen for Toshiba 43LA3B63DG 43"" Full HD (1920x1080) LCD Android TV akkurat nå er 4 481 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6089597,23/08/2022 10:02:40,Toshiba,43 Tommer,,,,Ja,2022,104.21 kr/tomme,"Toshiba 43LA3B63DG 43"" Full HD (1920x1080) LCD Android TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 Tommer,,,,,,,,,,,,,,,,,,,,SVT Play,Android,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,,,,,,
1363,NO,TV,"Nevir NVR-8072-40FH2S-SMA-B 40"" Full HD (1920x1080) LCD Smart TV",4842.50,NOK,2.0,Rangering 1604,,(1),"Den billigste prisen for Nevir NVR-8072-40FH2S-SMA-B 40"" Full HD (1920x1080) LCD Smart TV akkurat nå er 4 666 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6302604,23/08/2022 10:02:44,Nevir,40 Tommer,,LCD,,Ja,2022,116.65 kr/tomme,"Nevir NVR-8072-40FH2S-SMA-B 40"" Full HD (1920x1080) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 Tommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1364,NO,TV,"Andersson QLED5031UHDA 50"" 4K Ultra HD (3840x2160) QLED Android TV",4990.00,NOK,1.0,Rangering 1653,,(1),"Den billigste prisen for Andersson QLED5031UHDA 50"" 4K Ultra HD (3840x2160) QLED Android TV akkurat nå er 4 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=7006082,23/08/2022 10:02:46,Andersson,,,LCD,,,,,"Andersson QLED5031UHDA 50"" 4K Ultra HD (3840x2160) QLED Android TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED (lysdiode),,,,,
1365,NO,TV,"Philips 50PUS8807 50"" 4K Ultra HD (3840x2160) LCD Android TV",11789.50,NOK,2.0,Rangering 1654,,(1),"Den billigste prisen for Philips 50PUS8807 50"" 4K Ultra HD (3840x2160) LCD Android TV akkurat nå er 9 600 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6497254,23/08/2022 10:02:49,Philips,50 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,,192 kr/tomme,"Philips 50PUS8807 50"" 4K Ultra HD (3840x2160) LCD Android TV",TV,Ja,,,,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,,,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",126 cm,50 Tommer,,,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,Sølv,,,,,,,,,Omgivelseslys (Ambilight),SVT Play,Android,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1366,NO,TV,"Hisense 65B4E31T 65"" 4K Ultra HD (3840x2160) LCD Smart TV",18990.00,NOK,1.0,Rangering 1655,,(1),"Den billigste prisen for Hisense 65B4E31T 65"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 18 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5832749,23/08/2022 10:02:53,Hisense,65 Tommer,4K Ultra HD (3840x2160),LCD,,Ja,,292.15 kr/tomme,"Hisense 65B4E31T 65"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 Tommer,,,,2160p (4K Ultra HD),,,,,,,,,,,,,,,,SVT Play,Android,,,,,,Ja,,Ja,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1367,NO,TV,"Manta 43LFA120D 43"" Full HD (1920x1080) LCD Smart TV",4236.50,NOK,2.0,Rangering 1657,,(1),"Den billigste prisen for Manta 43LFA120D 43"" Full HD (1920x1080) LCD Smart TV akkurat nå er 4 184 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=6089499,23/08/2022 10:02:55,Manta,43 Tommer,Full HD (1920x1080),LCD,,Ja,2022,97.3 kr/tomme,"Manta 43LFA120D 43"" Full HD (1920x1080) LCD Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,,,43 Tommer,,,,"720p, 1080p (Full HD), 1080i",,,,,,,,,,,,,,,,SVT Play,Android,,,,,,,,,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1368,NO,TV,"Sony Bravia FWD-49X80H/T 49"" 4K Ultra HD (3840x2160) LCD Smart TV",11284.00,NOK,1.0,Rangering 1658,,(1),"Den billigste prisen for Sony Bravia FWD-49X80H/T 49"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 11 284 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5402007,23/08/2022 10:02:58,Sony,49 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,230.29 kr/tomme,"Sony Bravia FWD-49X80H/T 49"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,4 stk,,,,,,1 stk,Ja,,,,2 stk,,,,,16:9,,123 cm,49 Tommer,430 cd/m²,,,"480p, 2160p (4K Ultra HD)",JPEG/JPG,"MP3, WMA, FLAC, WAV (PCM), AAC",Dolby Atmos,"Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, AVI, Matroska (MKV), AVCHD, MOV, TS, HEVC/H.265",,"Sort, Hvit",57 mm,645 mm,,1101 mm,286 mm,704 mm,12.1 kg,11.6 kg,,SVT Play,Android,Ja,Ja,,Nei,,Ja,,Ja,"Dolby Vision, HDR10, HLG",,Ja,200x200mm,,,,,,,74 W,0.5 W,Nei,LED (lysdiode),Bakbelyst (Back),,IPS,,
1369,NO,TV,"Sony Bravia FWD-43X70HT 43"" 4K Ultra HD (3840x2160) LCD Smart TV",8724.00,NOK,1.0,Rangering 1659,,(1),"Den billigste prisen for Sony Bravia FWD-43X70HT 43"" 4K Ultra HD (3840x2160) LCD Smart TV akkurat nå er 8 724 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5402010,23/08/2022 10:03:01,Sony,43 Tommer,4K Ultra HD (3840x2160),LCD,Ja,Ja,2020,202.88 kr/tomme,"Sony Bravia FWD-43X70HT 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,,,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-S (satellitt-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.), DVB-S2 (satellitt-TV, 2. gen.)",,,Ja,3 stk,,,,,,1 stk,Ja,,,,3 stk,,,,,16:9,,108 cm,43 Tommer,393 cd/m²,,,"480p, 2160p (4K Ultra HD)",JPEG/JPG,"MP3, WMA, WAV (PCM)",,"Xvid, MPEG1, MPEG2, MPEG4, WMV, HD WMV9 (VC-1), AVI, Matroska (MKV), AVCHD, TS",,Sort,57 mm,570 mm,,970 mm,286 mm,628 mm,10.2 kg,9.7 kg,,SVT Play,Linux,Ja,Ja,,Nei,,Ja,,Ja,"HDR10, HLG",Miracast,Ja,200x100mm,,,,,,,66 W,0.5 W,Nei,LED (lysdiode),Kantbelyst (Edge),Lokal dimming,IPS,,
1370,NO,TV,"Philips 50HFL3014 50"" Full HD (1920x1080) LCD Smart TV",9003.00,NOK,1.0,Rangering 1661,,(1),"Den billigste prisen for Philips 50HFL3014 50"" Full HD (1920x1080) LCD Smart TV akkurat nå er 9 067 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5225176,23/08/2022 10:03:05,Philips,50 Tommer,Full HD (1920x1080),LCD,,Ja,2019,181.34 kr/tomme,"Philips 50HFL3014 50"" Full HD (1920x1080) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,Ja,Ja,2 stk,,,,,,,Ja,,,,,Ja,,,,16:9,,126 cm,50 Tommer,250 cd/m²,,,"720p, 1080p (Full HD), 1080i",,"MP3, WMA, WAV (PCM), AAC",,"AVI, Matroska (MKV), HEVC/H.265",Flat,Sort,,,,1128 mm,,,,,,,,,,,Nei,,Ja,,Nei,,,Ja,200x200mm,,,,,,,47 W,0.3 W,Nei,LED (lysdiode),Bakbelyst (Back),,,,
1371,NO,TV,"Philips 28HFL4014 28"" LCD Smart TV",5207.00,NOK,1.0,Rangering 1662,,(1),"Den billigste prisen for Philips 28HFL4014 28"" LCD Smart TV akkurat nå er 5 244 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5223995,23/08/2022 10:03:13,Philips,28 Tommer,1366x768,LCD,,Ja,2019,187.29 kr/tomme,"Philips 28HFL4014 28"" LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,Ja,Ja,,,,,,,,Ja,,,,2 stk,,,,,16:9,,,28 Tommer,220 cd/m²,,,"720p, 1080i",,"MP3, WMA, WAV (PCM), AAC",Dolby Atmos,"AVI, Matroska (MKV), HEVC/H.265",,Sort,,,,635 mm,,,,,Støtte for HbbTV,YouTube,Saphi,Ja,Nei,,,,Nei,,,,,Ja,,,,,,,,26 W,0.3 W,,LED (lysdiode),Bakbelyst (Back),,,,
1372,NO,TV,Orava LT-1095,4967.50,NOK,2.0,Rangering 1663,,(1),"Den billigste prisen for Orava LT-1095 akkurat nå er 4 856 ,-.   Prisjakt sammenligner priser og tilbud fra 2 butikker. ",https://www.prisjakt.no/product.php?p=5674716,23/08/2022 10:03:19,Orava,,Full HD (1920x1080),LCD,,,2020,,Orava LT-1095,TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,,,,,,,"720p, 1080p (Full HD), 1080i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nei,LED (lysdiode),,,,,
1373,NO,TV,"Samsung QLED QE75Q64B 75"" 4K Ultra HD (3840x2160) Smart TV",19990.00,NOK,1.0,Rangering 1664,,(1),"Den billigste prisen for Samsung QLED QE75Q64B 75"" 4K Ultra HD (3840x2160) Smart TV akkurat nå er 19 990 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=6237575,23/08/2022 10:03:24,Samsung,75 Tommer,4K Ultra HD (3840x2160),LCD,,,2022,266.53 kr/tomme,"Samsung QLED QE75Q64B 75"" 4K Ultra HD (3840x2160) Smart TV",TV,,,,,,,,,,,,,,,,,,,,,,,,,16:9,"24p, 30p, 60p, 50p",,75 Tommer,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,,,,,,,,,,,,,,,,,,Ja,,Ja,,,,,,,,,,,,,,LED (lysdiode),,,,,
1374,NO,TV,"Philips 43HFL5014 43"" Full HD (1920x1080) LCD Smart TV",9875.00,NOK,1.0,Rangering 1665,,(1),"Den billigste prisen for Philips 43HFL5014 43"" Full HD (1920x1080) LCD Smart TV akkurat nå er 9 875 ,-.   Prisjakt sammenligner priser og tilbud fra nettbutikker og fysiske butikker. ",https://www.prisjakt.no/product.php?p=5119116,23/08/2022 10:03:27,Philips,43 Tommer,Full HD (1920x1080),LCD,Nei,Ja,2019,229.65 kr/tomme,"Philips 43HFL5014 43"" Full HD (1920x1080) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (digitalt bakkenett-TV), DVB-C (digital kabel-TV), DVB-T2 (digitalt bakkenett-TV, 2. gen.)",,Ja,Ja,2 stk,,1.4,"MHL, ARC",,,,Ja,,,,2 stk,,,,,16:9,,108 cm,43 Tommer,250 cd/m²,,,"720p, 1080p (Full HD), 1080i","JPEG/JPG, PNG, BMP, GIF","MP3, WMA, WAV (PCM), AAC","Dolby Digital 5.1, Dolby Atmos","MPEG1, MPEG2, MPEG4, WMV, AVC/H.264, HD WMV9 (VC-1), AVI, Matroska (MKV), HEVC/H.265, VP9",Flat,Sort,78 mm,562.5 mm,,970 mm,194 mm,624 mm,7.3 kg,7.2 kg,Støtte for HbbTV,SVT Play,Android,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",Nei,,Ja,,Nei,,Miracast,Ja,200x200mm,,,,,,,48 W,0.3 W,Nei,LED (lysdiode),Bakbelyst (Back),,,,
