,country,category,brand,title,reference,no_offers,avg_price,currency,scrape_link,scrape_time,Ekran,Ekran Tipi,Ekran Boyutu,Ekran Boyutu (cm),Çözünürlük Standardı,Ekran Çözünürlüğü,Yenileme Hızı (Yazılım),Yenileme Hızı (Gerçek),Desteklenen Çözünürlükler (HDMI),HDR,HDR Özellikleri,Ekran & Görüntü Özellikleri,Ses Çıkış Gücü (RMS),Hoparlör Sistemi,Ses & Video Çözücüler,Ses Özellikleri,Subwoofer,Analog Alıcı,Karasal Alıcı (DVB-T),Kablo TV (DVB-C),HD Uydu Alıcı (DVB-S2),HD Karasal Alıcı (DVB-T2),Dahili Wi-Fi,Wi-Fi Özellikleri,DLNA,Ethernet / LAN Kablo Girişi,USB 2.0 Girişleri,HDMI 2.0 Girişleri,HDMI Özellikleri,HDMI-CEC,Dijital Ses Çıkışı,Common Interface (CI+),CI+ Özellikleri,Analog/Kablolu Anten Girişi,Uydu Anteni Girişi,3D,Smart TV,Smart TV Özellikleri,Smart TV Uygulamaları,Uygulama Yükleyebilme,Dahili Kamera,Akıllı Etkileşim (Dahili),Ses ile TV Kontrolü,Yayın Kaydetme (PVR),Program Rehberi (EPG),HbbTV,İşlemci Çekirdek Sayısı,İşletim Sistemi,İşletim Sistemi Versiyonu,Diğer Multimedya Özellikleri,SDR Enerji Tüketim Sınıfı (A-G),SDR Enerji Tüketimi (1000h),HDR Enerji Tüketim Sınıfı (A-G),HDR Enerji Tüketimi (1000h),Güç Tüketimi (Maksimum),Tüketim (Bekleme Modu),Güç Tüketimi Özellikleri,Ekran Kalınlık Tipi,Ön Çerçeve Rengi,Stand (Ayak) Tipi,Tasarım Özellikleri,Kutu Genişliği,Kutu Yüksekliği,Kutu Derinliği,TV Genişliği (Ayaklı),TV Yüksekliği (Ayaklı),TV Derinliği (Ayaklı),TV Genişliği (Ayaksız),TV Yüksekliği (Ayaksız),TV Derinliği (Ayaksız),TV Ağırlığı (Ayaksız),TV Ağırlığı (Ayaklı),Toplam Ambalaj Ağırlığı,Çıkış Yılı,Öne Çıkan Özellikler,Kullanım Kılavuzu (TR),Kontrast Oranı (Statik),Parlaklık,Kompozit Girişi (AV),Ses / Kulaklık Çıkışı,İşlemci Hızı,Chipset,RAM,Dahili Depolama,Subwoofer Özellikleri,USB 3.2 Gen 1 (3.0) Girişleri,Harici Kamera Desteği,Dinamik Kontrast,Komponent (Bileşen) Girişi,Kullanım Kılavuzu (EN),Uygun/Gerekli Android Uygulaması,Uygun/Gerekli iOS Uygulaması,IR Out,Kontrast Oranı (Dinamik),Parlaklık (Maks.),Tepki Süresi,Dahili Depolama Özellikleri,Diğer Bağlantı Özellikleri,Hbb TV Özellikleri,Ambilight,Ambilight Özellikleri,PC Girişi (VGA),HDMI 1.3/1.4/2.0 Girişleri,Akıllı Etkileşim (Uyumlu),Ses Tanıma (Uyumlu),Eski Enerji Tüketim Sınıfı (A-D),Tüketim (Ortalama),Tüketim (Tasassuf Modu),Ortalama Yıllık Tüketim
10,TR,Televizyon,Samsung,Samsung 65LS03B Ultra HD (4K) TV (QE65LS03BAUXTK),(QE65LS03BAUXTK),13,33356.90846153846,TL,https://www.epey.com/televizyon/samsung-65ls03b.html,09/04/2023 22:47:20,LED,Düz (Flat),65 İnç,164 cm,Ultra HD (4K),3840x2160,PQI 3500,100/120 Hz,"3840x2160p @ 60 Hz 

3840x2160p @ 120Hz",Var,"HDR10+ Adaptive


HDR10


HDR10+


HLG (Hybrid Log-Gamma)


Quantum HDR","QLED with Quantum Dot


Quantum Dot Display


Quantum Processor 4K


Auto Motion Plus


Supreme UHD Dimming


AI Upscaling


Anti-Glare


DCI-P3 100%


Dual LED


HGIG Mode


Motion Xcelerator Turbo+


Real Depth Enhancer


Wide Viewing Angle


10 bit Panel Desteği",40 W,2.0.2,"H.265/HEVC (4K/60p) Uydu


H.265/HEVC (4K/60p) USB


Dolby Atmos


Dolby Digital


H.264/MPEG-4 AVC (L5.1)


Dolby Digital Plus","Object Tracking Sound


Q-Symphony",Yok,Var,Var,Var,Var,Var,Var,"Wi-Fi 5 (802.11a/b/g/n/ac)


WiFi Direct",Var,Var,2 Adet,4 Adet,"HDMI 2.1


HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.2


HDMI Audio Return Channel (ARC)",Anynet+,Optik,Var,CI+ (1.4),1 Adet,1 Adet,Yok,Var,"Smart Hub


Web Tarayıcı","Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Yok,Var,Var,4,Tizen,Tizen 6.5,"Bluetooth


FreeSync


FreeSync Premium Pro


Ekran Yansıtma (İki Yönlü)


Freesync Premium


Ekran Yansıtma


Kablosuz Tasarım (Clean Cable Solution)


Bluetooth HID (Dahili)


USB HID Desteği


Connect Share (HDD)


ConnectShare


Oyun Modu


AirPlay 2


Ambient Mode Plus


Art Mode


Auto Low Latency Mode (ALLM)


Bluetooth 5.2


Bluetooth LE (Low Energy)


Google Duo


Hareket Sensörü


Kişiselleştirilebilir Çerçeve


One Connect Box


Samsung SmartThings


Ses Yansıtma


Teletext (TTXT)


Wireless Dex


360° Video Oynatma",G,124 kWh,G,261 kWh,215 W,0.5 W,"Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Slim,Siyah,İkili Ayak (Düz),VESA Duvar Montaj Desteği (400x300 mm),1614 mm,950 mm,191 mm,1456.8 mm,686.9 mm,260.9 mm,1456.8 mm,831.9 mm,24.9 mm,22.4 kg,22.8 kg,35.4 kg,2022,"Samsung QLED TV


Samsung The Frame TV",Samsung 65LS03B Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,,Yok,,,,,,,Var,Mega Dynamic Contrast,,,,,,,,,,"One Connect (Optical) 

USB-C (Webcam için)",v1.5,,,,,,,,,,
11,TR,Televizyon,Sony,Sony KD-75X81J Ultra HD (4K) TV (KD75X81JAEP),(KD75X81JAEP),1,29999.0,TL,https://www.epey.com/televizyon/sony-kd-75x81j.html,09/04/2023 22:47:24,LED,Düz (Flat),75 İnç,189 cm,Ultra HD (4K),3840x2160,MF XR 400,50/60 Hz,3840x2160p @ 60 Hz,Var,"Dolby Vision


HDR10


HLG (Hybrid Log-Gamma)","Object-based HDR Remaster


Frame Dimming


Live Colour™


Triluminos Ekran


Direct LED Aydınlatma


Dynamic Contrast Enhancer


Triluminos Pro


4K HDR Processor X1


4K X-Reality PRO",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Atmos


Dolby Digital


Dolby Digital Plus


DTS


Dolby Audio","Bass Reflex Hoparlör


DTS Digital Surround",Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)",,Var,1 Adet,4 Adet,"HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.3


HDMI Audio Return Channel (ARC)


HDCP",BRAVIA Sync,Optik,Var,,1 Adet,1 Adet,Yok,Var,"Google Play Store


Web Tarayıcı (Vewd)","Google TV


Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Harici Disk/USB Bellek ile,Var,,4,Android TV,Android TV 10 (Q),"Bluetooth


Google Assistant


Ekran Yansıtma


Miracast


Chromecast


Bluetooth HID (Dahili)


Yayında Altyazı Desteği


AirPlay


AirPlay 2


Bluetooth 4.2


Bluetooth LE (Low Energy)


Teletext (TTXT)",G,160 kWh,G,257 kWh,,0.5 W,"Akıllı Enerji Tasarrufu Sistemi 

Arka ışık kapalı modu 

Dinamik Arka Işık Kontrolü 

Güç Tasarrufu Modu (Ekonomik mod) 

Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Standart,Siyah,İkili Ayak (Düz),VESA Duvar Montaj Desteği (300x300 mm),1810 mm,1114 mm,187 mm,1686 mm,1045 mm,410 mm,1686 mm,969 mm,72 mm,31.6 kg,,49 kg,2021,Android TV,Sony KD-75X81J Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,Var,Var,,,,16 GB,,1 Adet,,,,,,,,,,,,,,,,,,,,,,,
12,TR,Televizyon,Samsung,Samsung 85Q60B Ultra HD (4K) TV (QE85Q60BAUXTK),(QE85Q60BAUXTK),6,52635.301666666666,TL,https://www.epey.com/televizyon/samsung-85q60b.html,09/04/2023 22:47:26,LED,Düz (Flat),85 İnç,216 cm,Ultra HD (4K),3840x2160,PQI 3100,50/60 Hz,3840x2160p @ 60 Hz,Var,"HDR10+ Adaptive


HDR10


HDR10+


HLG (Hybrid Log-Gamma)


Quantum HDR","QLED with Quantum Dot


Quantum Dot Display


Contrast Enhancer


DCI-P3 100%


Dual LED


HGIG Mode


Motion Xcelerator


Quantum Processor Lite 4K


Resolution Upscaler (4K)


Ultimate UHD Dimming",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Digital


Dolby Digital Plus","Object Tracking Sound (OTS Lite)


Q-Symphony",Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)


WiFi Direct",Var,Var,2 Adet,3 Adet,"HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.2


HDMI Audio Return Channel (ARC)


HDCP",Anynet+,Optik,Var,CI+ (1.4),1 Adet,1 Adet,Yok,Var,"Smart Hub


Web Tarayıcı","Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Yok,Var,Var,4,Tizen,Tizen 6.5,"Bluetooth


Ekran Yansıtma


Bluetooth HID (Dahili)


USB HID Desteği


USB ile Resim/Müzik/Video Oynatma


Connect Share (HDD)


ConnectShare


Oyun Modu


AirPlay 2


Ambient Mode


Auto Low Latency Mode (ALLM)


Bixby Voice


Bluetooth 5.2


Bluetooth LE (Low Energy)


Google Duo


Multiroom Link


Samsung SmartThings


Ses Yansıtma


Wireless Dex",F,145 kWh,G,269 kWh,280 W,0.5 W,"Akıllı Enerji Tasarrufu Sistemi 

Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Ultra Slim,Siyah,İkili Ayak (Düz),VESA Duvar Montaj Desteği (600x400 mm),2075 mm,1237 mm,220 mm,1900.9 mm,1123.3 mm,345.1 mm,1900.9 mm,1085.7 mm,26.9 mm,41.5 kg,42.5 kg,55.3 kg,2022,Samsung QLED TV,Samsung 85Q60B Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,TR,Televizyon,Philips,Philips 65PUS8807 Ultra HD (4K) TV (65PUS8807/62),(65PUS8807/62),12,28095.63333333333,TL,https://www.epey.com/televizyon/philips-65pus8807.html,09/04/2023 22:47:29,LED,Düz (Flat),65 İnç,164 cm,Ultra HD (4K),3840x2160,,100/120 Hz,3840x2160p @ 120Hz,Var,"Dolby Vision


HDR10


HDR10+


HLG (Hybrid Log-Gamma)","P5 Perfect Picture Engine


Micro Dimming Pro


CalMAN Ready


DCI-P3 90%


Doğal Hareket


Ultra Çözünürlük",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Atmos


Dolby Digital",AI Sound,Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)


2x2",Var,Var,1 Adet,4 Adet,"HDMI 2.1


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.3


HDCP 2.2


HDMI Audio Return Channel (ARC)


HDCP",EasyLink,Optik,Var,CI+ (1.3),1 Adet,1 Adet,Yok,Var,"Google Play Store


Web Tarayıcı","Google Arama


Google Play Movies


Google Play Music


Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Harici Disk/USB Bellek ile,Var,Var,4,Android TV,Android TV 11 (R),"Bluetooth


FreeSync


Freesync Premium


Google Assistant


Ekran Yansıtma


Variable Refresh Rate (VRR)


USB ile Resim/Müzik/Video Oynatma


Pause TV


Amazon Alexa


Auto Low Latency Mode (ALLM)


Bluetooth 5.0


DTS Play-Fi",G,103 kWh,G,184 kWh,,0.3 W,"Güç Tasarrufu Modu (Ekonomik mod) 

Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Standart,Gümüş,Kare,VESA Duvar Montaj Desteği (300x300 mm),1600 mm,995 mm,170 mm,1450.5 mm,906.9 mm,289.1 mm,1450.5 mm,842.2 mm,85.1 mm,24.5 kg,27.2 kg,30.9 kg,2022,Android TV,Philips 65PUS8807 Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,,Var,,,,16 GB,,1 Adet,,,,,,,,,,,USB Bellek ile Arttırılabilir,,,Var,"Ambi Wakeup/Sunrise


Ambilight Aurora


Ambilight Başlangıç Animasyonu


Ambilight Müzik


AmbiSleep


Dahili Ambilight+hue


Dinlenme ışık modu


Duvar rengine uyarlanma


Oyun modu


Philips Wireless Home Speakers


3 Taraflı",,,,,,,,
14,TR,Televizyon,Samsung,Samsung 65LS03A Ultra HD (4K) TV (QE65LS03AAUXTK),(QE65LS03AAUXTK),1,30821.0,TL,https://www.epey.com/televizyon/samsung-65ls03a.html,09/04/2023 22:47:31,LED,Düz (Flat),65 İnç,164 cm,Ultra HD (4K),3840x2160,PQI 3400,100/120 Hz,"3840x2160p @ 60 Hz 

3840x2160p @ 120Hz",Var,"HDR10


HDR10+


HLG (Hybrid Log-Gamma)


Quantum HDR","QLED with Quantum Dot


Quantum Dot Display


Quantum Processor 4K


Auto Motion Plus


Supreme UHD Dimming


AI Upscaling


Contrast Enhancer


DCI-P3 100%


Dual LED


Wide Viewing Angle


10 bit Panel Desteği",40 W,4.0,"H.265/HEVC (4K/60p) Uydu


H.265/HEVC (4K/60p) USB


Dolby Digital


H.264/MPEG-4 AVC (L5.1)


Dolby Digital Plus",Q-Symphony,Yok,Var,Var,Var,Var,Var,Var,WiFi Direct,Var,Var,2 Adet,4 Adet,"HDMI 2.1


HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.2


HDMI Audio Return Channel (ARC)",Anynet+,Optik,Var,CI+ (1.4),1 Adet,1 Adet,Yok,Var,"Smart Hub


Web Tarayıcı",,Var,Yok,Var,Var,Yok,Var,Var,4,Tizen,,"Bluetooth


FreeSync


FreeSync Premium Pro


Ekran Yansıtma (İki Yönlü)


Freesync Premium


Ekran Yansıtma


Kablosuz Tasarım (Clean Cable Solution)


Tek kumanda (One Remote Control)


Bluetooth HID (Dahili)


USB HID Desteği


Connect Share (HDD)


ConnectShare


Digital Clean View


Oyun Modu


AirPlay 2


Ambient Mode Plus


Art Mode


Auto Low Latency Mode (ALLM)


Bixby Voice


Bluetooth 4.2
 

Bluetooth LE (Low Energy)


Hareket Sensörü


Kişiselleştirilebilir Çerçeve


One Connect Box


Samsung SmartThings


Teletext (TTXT)


Wireless Dex


360° Video Oynatma",G,124 kWh,G,195 kWh,215 W,0.5 W,"Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Slim,Siyah,İkili Ayak (Düz),VESA Duvar Montaj Desteği (400x300 mm),1614 mm,950 mm,191 mm,1456.8 mm,868.9 mm,260.9 mm,1456.8 mm,831.9 mm,24.9 mm,22.1 kg,22.5 kg,35.1 kg,2021,"Samsung QLED TV


Samsung The Frame TV",,,,,Yok,,,,,,,,Mega Dynamic Contrast,,,,,,,,,,One Connect (Optical),v1.5,,,,,,,,,,
15,TR,Televizyon,Samsung,Samsung 55LS01B Ultra HD (4K) TV (QE55LS01BAUXTK),(QE55LS01BAUXTK),8,26203.0,TL,https://www.epey.com/televizyon/samsung-55ls01b.html,09/04/2023 22:47:33,LED,Düz (Flat),55 İnç,139 cm,Ultra HD (4K),3840x2160,PQI 3300,100/120 Hz,3840x2160p @ 60 Hz,Var,"HDR10+ Adaptive


HDR10


HDR10+


HLG (Hybrid Log-Gamma)


HDR10+ GAMING


Quantum HDR","QLED with Quantum Dot


Quantum Dot Display


Quantum Processor 4K


Auto Motion Plus


Supreme UHD Dimming


AI Upscaling


Anti-Glare


Contrast Enhancer


DCI-P3 100%


HGIG Mode


Kenar LED Aydınlatma (Edge-lit LED)


Real Depth Enhancer


Wide Viewing Angle


10 bit Panel Desteği",40 W,4.0,"H.265/HEVC (4K/60p) Uydu


H.265/HEVC (4K/60p) USB


Dolby Digital


H.264/MPEG-4 AVC (L5.1)


Dolby Digital Plus",Object Tracking Sound (OTS Lite),Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)


WiFi Direct",Var,,2 Adet,4 Adet,"HDMI 2.1


HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.2


HDMI Audio Return Channel (ARC)",Anynet+,Optik,Var,CI+ (1.4),1 Adet,1 Adet,Yok,Var,"Samsung Apps


Smart Hub


Web Tarayıcı","Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Yok,Var,Var,4,Tizen,Tizen 6.5,"Bluetooth


FreeSync


FreeSync Premium Pro


Ekran Yansıtma (İki Yönlü)


Freesync Premium


Ekran Yansıtma


NFC


Kablosuz Tasarım (Clean Cable Solution)


Tek kumanda (One Remote Control)


Bluetooth HID (Dahili)


USB HID Desteği


Connect Share (HDD)


ConnectShare


Oyun Modu


Yayında Altyazı Desteği


AirPlay 2


Ambient Mode


Ambient Mode Plus


Art Mode


Auto Low Latency Mode (ALLM)


Bixby


Bluetooth 5.2


Bluetooth LE (Low Energy)


Google Duo


Hareket Sensörü


Kişiselleştirilebilir Çerçeve


Multiroom Link


Samsung SmartThings

 
Ses Yansıtma


Ses Yansıtma (İki Yönlü)


Teletext (TTXT)


Wireless Dex


360° Video Oynatma",G,110 kWh,G,161 kWh,160 W,0.5 W,"Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Standart,Beyaz,ikili Stant (Yüksek V Ayaklı),,1403 mm,894 mm,308 mm,1254.9 mm,1237.4 mm,482.8 mm,1254.9 mm,748.3 mm,221 mm,26.1 kg,27.2 kg,34.9 kg,2022,"Samsung QLED TV


Samsung The Serif TV",Samsung 55LS01B Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,Yok,Yok,,,,,,,,Mega Dynamic Contrast,Yok,,,,,,,,,,2.0.3,,,Yok,,,,,,,
16,TR,Televizyon,TCL,TCL 65C728 Ultra HD (4K) TV,None,1,21999.92,TL,https://www.epey.com/televizyon/tcl-65c728.html,09/04/2023 22:47:38,LED,Düz (Flat),65 İnç,164 cm,Ultra HD (4K),3840x2160,TCL PPI 3300,100/120 Hz,3840x2160p @ 120Hz,Var,"Dolby Vision


HDR10


HDR10+


HLG (Hybrid Log-Gamma)


Dolby Vision IQ","QLED with Quantum Dot


Quantum Dot Display


AiPQ Engine


DCI-P3 100%


Direct LED Aydınlatma


Micro Dimming


Ultra Motion (MEMC)


10 (8 bit + FRC) bit Panel Desteği


15 ms Input Lag",20 W,2.0,"Dolby Atmos


Dolby Digital


DTS HD


Dolby Digital Plus


DTS


Dolby MS12",Onkyo Ses Geliştirme,Yok,Var,Var,Var,Var,Var,Var,Dual Band (5GHz),Var,Var,1 Adet,,"HDMI 2.1


HDMI 2.0


HDCP 2.2


HDMI Audio Return Channel (ARC)


HDCP


HDMI 1.4


HDCP 1.4",T-Link,Optik,Var,,1 Adet,1 Adet,Yok,Var,"Google Play Store


TCL AI-IN


Web Tarayıcı","Google Arama


Google Play Games


Google Play Movies


Google Play Music


Netflix


YouTube",Var,Yok,Var,Var,,Var,Var,4,Android TV,Android TV 11 (R),"Bluetooth


Google Assistant


Ekran Yansıtma


Variable Refresh Rate (VRR)


Chromecast


USB ile Resim/Müzik/Video Oynatma


USB Klavye ve Fare Desteği


Auto Low Latency Mode (ALLM)


Bluetooth 5.0",G,117 kWh,G,199 kWh,,0.5 W,Güç Tasarrufu Modu (Ekonomik mod),Standart,Siyah,İkili stant (V Ayaklı),VESA Duvar Montaj Desteği (300x200 mm),1645 mm,1000 mm,165 mm,1446 mm,892 mm,302 mm,1446 mm,825 mm,3.35 (79) mm,19.3 kg,20.2 kg,26.17 kg,2021,Android TV,TCL 65C728 Ultra HD (4K) TV Kullanım Kılavuzu (TR),5000:1,330 cd/m²,Var,Var,1.6 GHz,MT9615 (ARM Cortex-A73),3 GB,32 GB,,,,,,,,,,,,8 ms,eMMC 5.0,,,,,,4 Adet,,,,,,
17,TR,Televizyon,Samsung,Samsung 65Q70B Ultra HD (4K) TV (QE65Q70BATXTK),(QE65Q70BATXTK),5,31659.22,TL,https://www.epey.com/televizyon/samsung-65q70b.html,09/04/2023 22:47:42,LED,Düz (Flat),65 İnç,164 cm,Ultra HD (4K),3840x2160,PQI 3400,100/120 Hz,3840x2160p @ 120Hz,Var,"HDR10+ Adaptive


HDR10


HDR10+


HLG (Hybrid Log-Gamma)


Quantum HDR","QLED with Quantum Dot


Quantum Dot Display


Quantum Processor 4K


Supreme UHD Dimming


DCI-P3 100%


Dual LED


HGIG Mode


Motion Xcelerator Turbo+


Real Depth Enhancer


Wide Viewing Angle


4K AI Upscaling",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Digital


Dolby Digital Plus","Object Tracking Sound (OTS Lite)


Q-Symphony Lite",Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)


WiFi Direct",Var,Var,2 Adet,4 Adet,"HDMI 2.1


HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.2


HDMI Audio Return Channel (ARC)


HDCP",Anynet+,Optik,Var,CI+ (1.4),1 Adet,2 Adet,Yok,Var,"Smart Hub


Web Tarayıcı","Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Yok,Var,Var,4,Tizen,Tizen 6.5,"Bluetooth


FreeSync


FreeSync Premium Pro


Ekran Yansıtma (İki Yönlü)


Freesync Premium


Ekran Yansıtma


Bluetooth HID (Dahili)


USB HID Desteği


USB ile Resim/Müzik/Video Oynatma


Connect Share (HDD)


ConnectShare


Oyun Modu


Ambient Mode


Ambient Mode Plus


Auto Low Latency Mode (ALLM)


Bixby Voice


Bluetooth 5.2


Bluetooth LE (Low Energy)


Google Duo


Multiroom Link


Samsung SmartThings


Wireless Dex


2 Tuner (Çift Alıcı)",F,96 kWh,G,219 kWh,245 W,0.5 W,"Akıllı Enerji Tasarrufu Sistemi 

Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Slim,Siyah,Kare,VESA Duvar Montaj Desteği (400x300 mm),1623 mm,950 mm,205 mm,1451.7 mm,900.4 mm,285.6 mm,1451.7 mm,831.8 mm,25.7 mm,21.4 kg,24.3 kg,31.3 kg,2022,Samsung QLED TV,Samsung 65Q70B Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,TR,Televizyon,Toshiba,Toshiba 65XA9D63DT Ultra HD (4K) TV (20277105),(20277105),2,40910.5,TL,https://www.epey.com/televizyon/toshiba-65xa9d63dt.html,09/04/2023 22:47:44,OLED,Düz (Flat),65 İnç,164 cm,Ultra HD (4K),3840x2160,SMR 3200,100/120 Hz,,Var,"Dolby Vision


HDR10


HDR10+","Micro Dimming


Ultra Motion (MEMC)


Vestel Quantum Renk Paleti Teknolojisi",24 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Atmos


Dolby Digital


DTS HD


Dolby Digital Plus


DTS


Dolby Audio","DTS Virtual:X


DTS:X


Onkyo Ses Geliştirme",Var,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)",,Var,2 Adet,,"HDMI Enhanced Audio Return Channel (eARC)


HDMI Audio Return Channel (ARC)",Var,Optik,Var,,1 Adet,1 Adet,Yok,Var,"Google Play Store


Web Tarayıcı","BeIN Connect


Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Yok,Var,Var,4,Android TV,,"Bluetooth


Google Assistant


Ekran Yansıtma


Miracast


Chromecast


USB ile Resim/Müzik/Video Oynatma


Türksat Kanal Güncelleme Sistemi (TKGS)",G,147 kWh,G,191 kWh,,0.5 W,Güç Tasarrufu Modu (Ekonomik mod),Slim,Siyah,Dikdörtgen,VESA Duvar Montaj Desteği (400x200 mm),,,,1449 mm,870 mm,281 mm,1449 mm,839 mm,49 mm,,35 kg,,2022,Android TV,Toshiba 65XA9D63DT Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,,Var,,,,,,,,,,,,,,,,,,,,,,,3 Adet,,,,,,
19,TR,Televizyon,Beko,Beko B65 OLED C 970 B Ultra HD (4K) TV,None,1,37999.0,TL,https://www.epey.com/televizyon/beko-b65-oled-c-970-b.html,09/04/2023 22:47:47,OLED,Düz (Flat),65 İnç,164 cm,Ultra HD (4K),3840x2160,VPI 2700,100/120 Hz,,Var,"Dolby Vision


HDR10


HDR10+","Wide Color Gamut


Micro Dimming


WCG (Renk Geliştirme Teknolojisi)",30 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Digital


Dolby Digital Plus",,,Var,Var,Var,Var,Var,Var,Wi-Fi 5 (802.11a/b/g/n/ac),,Var,2 Adet,3 Adet,"HDMI Enhanced Audio Return Channel (eARC)


HDMI Audio Return Channel (ARC)",DIGI LINK,Optik,Var,,1 Adet,1 Adet,Yok,Var,"Google Play Store


Web Tarayıcı","BeIN Connect


Netflix


Prime Video


Turkcell TV+


YouTube",Var,Yok,Var,Var,Harici Disk/USB Bellek ile,Var,Var,4,Android TV,Android TV 11 (R),"Bluetooth


Ekran Yansıtma


Miracast


Chromecast


USB ile Resim/Müzik/Video Oynatma


Yakala Paylaş",G,140 kWh,G,150 kWh,,0.45 W,,Slim,Siyah,V Şekilli,VESA Duvar Montaj Desteği (400x400 mm),1618 mm,985 mm,219 mm,1448.7 mm,899.5 mm,219 mm,1448.7 mm,841.2 mm,50 mm,,,,2022,Android TV,Beko B65 OLED C 970 B Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
